Index,Player,PartnerIndex,Mode,Score,Q1,Q2,Q3,Q4
13005,1,,1,124,09/06/2018 13:20:11,,,,
13006,1,,1,684,09/06/2018 13:20:11,,,,
13007,1,,1,547,09/06/2018 13:20:11,,,,
13008,0,,1,76,09/06/2018 13:20:11,,,,
13009,1,,0,655,09/06/2018 13:20:11,,,,
13010,0,,0,709,09/06/2018 13:20:11,,,,
13011,0,,0,345,09/06/2018 13:20:11,,,,
13012,1,,1,394,09/06/2018 13:20:11,,,,
13013,1,,0,658,09/06/2018 13:20:11,,,,
13014,1,,0,740,09/06/2018 13:20:11,,,,
13015,1,,0,122,09/06/2018 13:20:11,,,,
13016,1,,1,227,09/06/2018 13:20:11,,,,
13017,1,,0,11,09/06/2018 13:20:11,,,,
13018,0,,1,765,09/06/2018 13:20:11,,,,
13019,0,,0,755,09/06/2018 13:20:11,,,,
13020,1,,0,20,09/06/2018 13:20:11,,,,
13021,1,,0,92,09/06/2018 13:20:11,,,,
13022,0,,1,230,09/06/2018 13:20:11,,,,
13023,1,,1,626,09/06/2018 13:20:11,,,,
13024,1,,1,41,09/06/2018 13:20:11,,,,
13025,0,,1,302,09/06/2018 13:20:11,,,,
13026,0,,1,155,09/06/2018 13:20:11,,,,
13027,0,,1,671,09/06/2018 13:20:11,,,,
13028,0,,0,456,09/06/2018 13:20:11,,,,
13029,1,,0,318,09/06/2018 13:20:11,,,,
13030,0,,0,510,09/06/2018 13:20:11,,,,
13031,0,,0,405,09/06/2018 13:20:11,,,,
13032,0,,1,789,09/06/2018 13:20:11,,,,
13033,1,,0,280,09/06/2018 13:20:11,,,,
13034,0,,1,156,09/06/2018 13:20:11,,,,
13035,1,,1,595,09/06/2018 13:20:11,,,,
13036,0,,1,449,09/06/2018 13:20:11,,,,
13037,1,,1,123,09/06/2018 13:20:11,,,,
13038,0,,1,401,09/06/2018 13:20:11,,,,
13039,0,,1,79,09/06/2018 13:20:11,,,,
13040,1,,1,394,09/06/2018 13:20:11,,,,
13041,1,,0,469,09/06/2018 13:20:11,,,,
13042,1,,1,596,09/06/2018 13:20:11,,,,
13043,1,,1,109,09/06/2018 13:20:11,,,,
13044,1,,0,599,09/06/2018 13:20:11,,,,
13045,1,,1,253,09/06/2018 13:20:11,,,,
13046,1,,0,434,09/06/2018 13:20:11,,,,
13047,0,,0,214,09/06/2018 13:20:11,,,,
13048,1,,1,419,09/06/2018 13:20:11,,,,
13049,1,,1,742,09/06/2018 13:20:11,,,,
13050,0,,0,175,09/06/2018 13:20:11,,,,
13051,1,,0,563,09/06/2018 13:20:11,,,,
13052,1,,1,511,09/06/2018 13:20:11,,,,
13053,0,,1,351,09/06/2018 13:20:11,,,,
13054,0,,1,509,09/06/2018 13:20:11,,,,
13055,0,,1,299,09/06/2018 13:20:11,,,,
13056,1,,1,687,09/06/2018 13:20:11,,,,
13057,1,,1,388,09/06/2018 13:20:11,,,,
13058,1,,0,587,09/06/2018 13:20:11,,,,
13059,0,,1,554,09/06/2018 13:20:11,,,,
13060,1,,1,486,09/06/2018 13:20:11,,,,
13061,1,,0,92,09/06/2018 13:20:11,,,,
13062,1,,1,779,09/06/2018 13:20:11,,,,
13063,0,,0,538,09/06/2018 13:20:11,,,,
13064,0,,1,385,09/06/2018 13:20:11,,,,
13065,0,,0,704,09/06/2018 13:20:11,,,,
13066,1,,1,438,09/06/2018 13:20:11,,,,
13067,0,,1,679,09/06/2018 13:20:11,,,,
13068,1,,0,77,09/06/2018 13:20:11,,,,
13069,0,,1,687,09/06/2018 13:20:11,,,,
13070,1,,0,509,09/06/2018 13:20:11,,,,
13071,1,,0,15,09/06/2018 13:20:11,,,,
13072,0,,1,126,09/06/2018 13:20:11,,,,
13073,0,,1,181,09/06/2018 13:20:11,,,,
13074,1,,0,700,09/06/2018 13:20:11,,,,
13075,1,,1,101,09/06/2018 13:20:11,,,,
13076,0,,1,786,09/06/2018 13:20:11,,,,
13077,0,,0,575,09/06/2018 13:20:11,,,,
13078,0,,0,552,09/06/2018 13:20:11,,,,
13079,0,,1,194,09/06/2018 13:20:11,,,,
13080,1,,0,797,09/06/2018 13:20:11,,,,
13081,1,,1,138,09/06/2018 13:20:11,,,,
13082,1,,0,439,09/06/2018 13:20:11,,,,
13083,0,,1,135,09/06/2018 13:20:11,,,,
13084,0,,1,444,09/06/2018 13:20:11,,,,
13085,0,,1,516,09/06/2018 13:20:11,,,,
13086,0,,1,208,09/06/2018 13:20:11,,,,
13087,0,,1,74,09/06/2018 13:20:11,,,,
13088,0,,0,319,09/06/2018 13:20:11,,,,
13089,0,,1,693,09/06/2018 13:20:11,,,,
13090,0,,1,712,09/06/2018 13:20:11,,,,
13091,1,,0,254,09/06/2018 13:20:11,,,,
13092,0,,1,281,09/06/2018 13:20:11,,,,
13093,1,,1,139,09/06/2018 13:20:11,,,,
13094,0,,0,112,09/06/2018 13:20:11,,,,
13095,0,,0,303,09/06/2018 13:20:11,,,,
13096,1,,1,229,09/06/2018 13:20:11,,,,
13097,1,,1,711,09/06/2018 13:20:11,,,,
13098,0,,1,655,09/06/2018 13:20:11,,,,
13099,0,,1,340,09/06/2018 13:20:11,,,,
13100,1,,1,306,09/06/2018 13:20:11,,,,
13101,1,,1,399,09/06/2018 13:20:11,,,,
13102,1,,1,549,09/06/2018 13:20:11,,,,
13103,0,,1,73,09/06/2018 13:20:11,,,,
13104,0,,0,54,09/06/2018 13:20:11,,,,
13105,1,,0,78,09/06/2018 13:20:11,,,,
13106,0,,1,500,09/06/2018 13:20:11,,,,
13107,1,,1,780,09/06/2018 13:20:11,,,,
13108,1,,0,549,09/06/2018 13:20:11,,,,
13109,1,,1,49,09/06/2018 13:20:11,,,,
13110,1,,0,196,09/06/2018 13:20:11,,,,
13111,0,,0,486,09/06/2018 13:20:11,,,,
13112,0,,1,285,09/06/2018 13:20:11,,,,
13113,1,,0,323,09/06/2018 13:20:11,,,,
13114,1,,0,121,09/06/2018 13:20:11,,,,
13115,1,,0,135,09/06/2018 13:20:11,,,,
13116,0,,1,208,09/06/2018 13:20:11,,,,
13117,1,,0,267,09/06/2018 13:20:11,,,,
13118,1,,1,741,09/06/2018 13:20:11,,,,
13119,1,,1,320,09/06/2018 13:20:11,,,,
13120,1,,0,707,09/06/2018 13:20:11,,,,
13121,1,,1,291,09/06/2018 13:20:11,,,,
13122,0,,0,466,09/06/2018 13:20:11,,,,
13123,1,,1,408,09/06/2018 13:20:11,,,,
13124,0,,0,70,09/06/2018 13:20:11,,,,
13125,0,,0,482,09/06/2018 13:20:11,,,,
13126,1,,1,148,09/06/2018 13:20:11,,,,
13127,1,,0,671,09/06/2018 13:20:11,,,,
13128,0,,1,121,09/06/2018 13:20:11,,,,
13129,0,,0,8,09/06/2018 13:20:11,,,,
13130,0,,0,753,09/06/2018 13:20:11,,,,
13131,0,,1,778,09/06/2018 13:20:11,,,,
13132,1,,1,450,09/06/2018 13:20:11,,,,
13133,0,,1,699,09/06/2018 13:20:11,,,,
13134,1,,0,758,09/06/2018 13:20:11,,,,
13135,0,,1,369,09/06/2018 13:20:11,,,,
13136,0,,0,384,09/06/2018 13:20:11,,,,
13137,0,,0,502,09/06/2018 13:20:11,,,,
13138,0,,1,27,09/06/2018 13:20:11,,,,
13139,1,,1,188,09/06/2018 13:20:11,,,,
13140,0,,1,621,09/06/2018 13:20:11,,,,
13141,0,,0,754,09/06/2018 13:20:11,,,,
13142,1,,0,114,09/06/2018 13:20:11,,,,
13143,1,,0,328,09/06/2018 13:20:11,,,,
13144,1,,0,280,09/06/2018 13:20:11,,,,
13145,1,,0,442,09/06/2018 13:20:11,,,,
13146,0,,1,512,09/06/2018 13:20:11,,,,
13147,0,,1,23,09/06/2018 13:20:11,,,,
13148,0,,1,641,09/06/2018 13:20:11,,,,
13149,1,,0,278,09/06/2018 13:20:11,,,,
13150,0,,0,778,09/06/2018 13:20:11,,,,
13151,1,,0,424,09/06/2018 13:20:11,,,,
13152,1,,1,632,09/06/2018 13:20:11,,,,
13153,1,,1,239,09/06/2018 13:20:11,,,,
13154,0,,0,712,09/06/2018 13:20:11,,,,
13155,1,,0,381,09/06/2018 13:20:11,,,,
13156,1,,1,561,09/06/2018 13:20:11,,,,
13157,0,,0,395,09/06/2018 13:20:11,,,,
13158,1,,0,631,09/06/2018 13:20:11,,,,
13159,1,,0,475,09/06/2018 13:20:11,,,,
13160,0,,0,46,09/06/2018 13:20:11,,,,
13161,0,,0,256,09/06/2018 13:20:11,,,,
13162,0,,0,322,09/06/2018 13:20:11,,,,
13163,1,,0,294,09/06/2018 13:20:11,,,,
13164,1,,0,108,09/06/2018 13:20:11,,,,
13165,0,,1,541,09/06/2018 13:20:11,,,,
13166,0,,0,238,09/06/2018 13:20:11,,,,
13167,1,,0,602,09/06/2018 13:20:11,,,,
13168,1,,0,602,09/06/2018 13:20:11,,,,
13169,0,,1,469,09/06/2018 13:20:11,,,,
13170,0,,1,392,09/06/2018 13:20:11,,,,
13171,0,,0,238,09/06/2018 13:20:11,,,,
13172,0,,1,426,09/06/2018 13:20:11,,,,
13173,0,,0,663,09/06/2018 13:20:11,,,,
13174,1,,1,209,09/06/2018 13:20:11,,,,
13175,1,,1,350,09/06/2018 13:20:11,,,,
13176,1,,1,521,09/06/2018 13:20:11,,,,
13177,1,,1,96,09/06/2018 13:20:11,,,,
13178,1,,0,105,09/06/2018 13:20:11,,,,
13179,0,,0,61,09/06/2018 13:20:11,,,,
13180,0,,0,271,09/06/2018 13:20:11,,,,
13181,1,,0,372,09/06/2018 13:20:11,,,,
13182,0,,0,185,09/06/2018 13:20:11,,,,
13183,0,,0,168,09/06/2018 13:20:11,,,,
13184,0,,0,592,09/06/2018 13:20:11,,,,
13185,0,,1,500,09/06/2018 13:20:11,,,,
13186,0,,1,310,09/06/2018 13:20:11,,,,
13187,0,,0,355,09/06/2018 13:20:11,,,,
13188,1,,0,403,09/06/2018 13:20:11,,,,
13189,1,,0,731,09/06/2018 13:20:11,,,,
13190,0,,0,472,09/06/2018 13:20:11,,,,
13191,0,,0,19,09/06/2018 13:20:11,,,,
13192,1,,0,189,09/06/2018 13:20:11,,,,
13193,0,,0,525,09/06/2018 13:20:11,,,,
13194,1,,0,437,09/06/2018 13:20:11,,,,
13195,1,,0,444,09/06/2018 13:20:11,,,,
13196,0,,0,283,09/06/2018 13:20:11,,,,
13197,0,,0,164,09/06/2018 13:20:11,,,,
13198,1,,1,111,09/06/2018 13:20:11,,,,
13199,1,,0,463,09/06/2018 13:20:11,,,,
13200,1,,0,622,09/06/2018 13:20:11,,,,
13201,0,,0,461,09/06/2018 13:20:11,,,,
13202,0,,1,682,09/06/2018 13:20:11,,,,
13203,1,,0,746,09/06/2018 13:20:11,,,,
13204,0,,1,772,09/06/2018 13:20:11,,,,
13205,0,,1,199,09/06/2018 13:20:11,,,,
13206,1,,1,273,09/06/2018 13:20:11,,,,
13207,0,,0,677,09/06/2018 13:20:11,,,,
13208,1,,0,151,09/06/2018 13:20:11,,,,
13209,0,,1,703,09/06/2018 13:20:11,,,,
13210,1,,0,615,09/06/2018 13:20:11,,,,
13211,0,,0,746,09/06/2018 13:20:11,,,,
13212,0,,1,711,09/06/2018 13:20:11,,,,
13213,0,,0,675,09/06/2018 13:20:11,,,,
13214,0,,0,354,09/06/2018 13:20:11,,,,
13215,0,,0,55,09/06/2018 13:20:11,,,,
13216,0,,0,424,09/06/2018 13:20:11,,,,
13217,1,,1,601,09/06/2018 13:20:11,,,,
13218,1,,1,24,09/06/2018 13:20:11,,,,
13219,1,,0,734,09/06/2018 13:20:11,,,,
13220,1,,0,542,09/06/2018 13:20:11,,,,
13221,1,,0,313,09/06/2018 13:20:11,,,,
13222,0,,1,746,09/06/2018 13:20:11,,,,
13223,1,,0,227,09/06/2018 13:20:11,,,,
13224,1,,0,577,09/06/2018 13:20:11,,,,
13225,1,,0,642,09/06/2018 13:20:11,,,,
13226,0,,0,471,09/06/2018 13:20:11,,,,
13227,0,,1,307,09/06/2018 13:20:11,,,,
13228,0,,0,529,09/06/2018 13:20:11,,,,
13229,0,,0,373,09/06/2018 13:20:11,,,,
13230,0,,0,373,09/06/2018 13:20:11,,,,
13231,0,,0,392,09/06/2018 13:20:11,,,,
13232,0,,1,286,09/06/2018 13:20:11,,,,
13233,0,,1,246,09/06/2018 13:20:11,,,,
13234,0,,0,216,09/06/2018 13:20:11,,,,
13235,1,,1,454,09/06/2018 13:20:11,,,,
13236,1,,1,339,09/06/2018 13:20:11,,,,
13237,1,,1,572,09/06/2018 13:20:11,,,,
13238,0,,0,177,09/06/2018 13:20:11,,,,
13239,0,,1,519,09/06/2018 13:20:11,,,,
13240,0,,0,84,09/06/2018 13:20:11,,,,
13241,0,,0,778,09/06/2018 13:20:11,,,,
13242,0,,0,204,09/06/2018 13:20:11,,,,
13243,0,,0,78,09/06/2018 13:20:11,,,,
13244,1,,1,341,09/06/2018 13:20:11,,,,
13245,1,,1,544,09/06/2018 13:20:11,,,,
13246,1,,1,340,09/06/2018 13:20:11,,,,
13247,0,,1,168,09/06/2018 13:20:11,,,,
13248,0,,0,658,09/06/2018 13:20:11,,,,
13249,1,,1,465,09/06/2018 13:20:11,,,,
13250,1,,1,531,09/06/2018 13:20:11,,,,
13251,1,,1,206,09/06/2018 13:20:11,,,,
13252,1,,1,189,09/06/2018 13:20:11,,,,
13253,0,,1,245,09/06/2018 13:20:11,,,,
13254,0,,0,490,09/06/2018 13:20:11,,,,
13255,1,,1,744,09/06/2018 13:20:11,,,,
13256,1,,1,312,09/06/2018 13:20:11,,,,
13257,0,,1,632,09/06/2018 13:20:11,,,,
13258,0,,0,304,09/06/2018 13:20:11,,,,
13259,1,,1,177,09/06/2018 13:20:11,,,,
13260,1,,1,98,09/06/2018 13:20:11,,,,
13261,0,,1,751,09/06/2018 13:20:11,,,,
13262,1,,0,289,09/06/2018 13:20:11,,,,
13263,0,,0,524,09/06/2018 13:20:11,,,,
13264,1,,0,72,09/06/2018 13:20:11,,,,
13265,1,,0,344,09/06/2018 13:20:11,,,,
13266,0,,1,91,09/06/2018 13:20:11,,,,
13267,0,,1,399,09/06/2018 13:20:11,,,,
13268,0,,0,430,09/06/2018 13:20:11,,,,
13269,1,,1,614,09/06/2018 13:20:11,,,,
13270,0,,0,374,09/06/2018 13:20:11,,,,
13271,1,,0,659,09/06/2018 13:20:11,,,,
13272,0,,0,84,09/06/2018 13:20:11,,,,
13273,0,,0,486,09/06/2018 13:20:11,,,,
13274,1,,1,452,09/06/2018 13:20:11,,,,
13275,1,,0,257,09/06/2018 13:20:11,,,,
13276,1,,0,419,09/06/2018 13:20:11,,,,
13277,0,,1,305,09/06/2018 13:20:11,,,,
13278,0,,0,697,09/06/2018 13:20:11,,,,
13279,0,,1,530,09/06/2018 13:20:11,,,,
13280,0,,0,621,09/06/2018 13:20:11,,,,
13281,0,,1,732,09/06/2018 13:20:11,,,,
13282,1,,1,615,09/06/2018 13:20:11,,,,
13283,0,,1,332,09/06/2018 13:20:11,,,,
13284,0,,0,689,09/06/2018 13:20:11,,,,
13285,0,,0,376,09/06/2018 13:20:11,,,,
13286,1,,1,451,09/06/2018 13:20:11,,,,
13287,1,,0,563,09/06/2018 13:20:11,,,,
13288,0,,0,0,09/06/2018 13:20:11,,,,
13289,0,,1,161,09/06/2018 13:20:11,,,,
13290,0,,1,540,09/06/2018 13:20:11,,,,
13291,1,,0,592,09/06/2018 13:20:11,,,,
13292,0,,0,610,09/06/2018 13:20:11,,,,
13293,0,,0,529,09/06/2018 13:20:11,,,,
13294,0,,0,705,09/06/2018 13:20:11,,,,
13295,0,,1,399,09/06/2018 13:20:11,,,,
13296,0,,1,302,09/06/2018 13:20:11,,,,
13297,0,,0,427,09/06/2018 13:20:11,,,,
13298,0,,1,592,09/06/2018 13:20:11,,,,
13299,1,,0,109,09/06/2018 13:20:11,,,,
13300,1,,1,332,09/06/2018 13:20:11,,,,
13301,1,,1,612,09/06/2018 13:20:11,,,,
13302,1,,1,701,09/06/2018 13:20:11,,,,
13303,1,,1,338,09/06/2018 13:20:11,,,,
13304,1,,0,799,09/06/2018 13:20:11,,,,
13305,0,,1,791,09/06/2018 13:20:11,,,,
13306,0,,1,630,09/06/2018 13:20:11,,,,
13307,1,,0,759,09/06/2018 13:20:11,,,,
13308,1,,0,676,09/06/2018 13:20:11,,,,
13309,1,,0,689,09/06/2018 13:20:11,,,,
13310,0,,1,274,09/06/2018 13:20:11,,,,
13311,0,,0,445,09/06/2018 13:20:11,,,,
13312,1,,0,547,09/06/2018 13:20:11,,,,
13313,0,,1,727,09/06/2018 13:20:11,,,,
13314,1,,1,726,09/06/2018 13:20:11,,,,
13315,1,,0,655,09/06/2018 13:20:11,,,,
13316,0,,1,312,09/06/2018 13:20:11,,,,
13317,1,,1,359,09/06/2018 13:20:11,,,,
13318,0,,0,215,09/06/2018 13:20:11,,,,
13319,0,,0,593,09/06/2018 13:20:11,,,,
13320,1,,1,471,09/06/2018 13:20:11,,,,
13321,1,,1,309,09/06/2018 13:20:11,,,,
13322,1,,0,308,09/06/2018 13:20:11,,,,
13323,1,,1,473,09/06/2018 13:20:11,,,,
13324,1,,1,329,09/06/2018 13:20:11,,,,
13325,0,,1,594,09/06/2018 13:20:11,,,,
13326,1,,0,44,09/06/2018 13:20:11,,,,
13327,0,,1,224,09/06/2018 13:20:11,,,,
13328,0,,0,35,09/06/2018 13:20:11,,,,
13329,0,,1,461,09/06/2018 13:20:11,,,,
13330,0,,1,390,09/06/2018 13:20:11,,,,
13331,1,,0,626,09/06/2018 13:20:11,,,,
13332,1,,0,604,09/06/2018 13:20:11,,,,
13333,1,,0,438,09/06/2018 13:20:11,,,,
13334,1,,1,679,09/06/2018 13:20:11,,,,
13335,0,,1,366,09/06/2018 13:20:11,,,,
13336,1,,0,650,09/06/2018 13:20:11,,,,
13337,1,,0,61,09/06/2018 13:20:11,,,,
13338,1,,0,125,09/06/2018 13:20:11,,,,
13339,0,,0,625,09/06/2018 13:20:11,,,,
13340,1,,0,746,09/06/2018 13:20:11,,,,
13341,1,,1,526,09/06/2018 13:20:11,,,,
13342,0,,0,534,09/06/2018 13:20:11,,,,
13343,0,,1,243,09/06/2018 13:20:11,,,,
13344,0,,1,255,09/06/2018 13:20:11,,,,
13345,1,,1,360,09/06/2018 13:20:11,,,,
13346,1,,0,555,09/06/2018 13:20:11,,,,
13347,0,,1,164,09/06/2018 13:20:11,,,,
13348,1,,1,257,09/06/2018 13:20:11,,,,
13349,0,,1,588,09/06/2018 13:20:11,,,,
13350,0,,0,130,09/06/2018 13:20:11,,,,
13351,0,,0,13,09/06/2018 13:20:11,,,,
13352,1,,1,632,09/06/2018 13:20:11,,,,
13353,0,,0,698,09/06/2018 13:20:11,,,,
13354,0,,1,507,09/06/2018 13:20:11,,,,
13355,0,,0,365,09/06/2018 13:20:11,,,,
13356,1,,1,561,09/06/2018 13:20:11,,,,
13357,0,,1,129,09/06/2018 13:20:11,,,,
13358,1,,0,507,09/06/2018 13:20:11,,,,
13359,1,,0,703,09/06/2018 13:20:11,,,,
13360,1,,0,332,09/06/2018 13:20:11,,,,
13361,0,,1,595,09/06/2018 13:20:11,,,,
13362,1,,0,736,09/06/2018 13:20:11,,,,
13363,0,,1,656,09/06/2018 13:20:11,,,,
13364,0,,0,411,09/06/2018 13:20:11,,,,
13365,0,,0,792,09/06/2018 13:20:11,,,,
13366,1,,0,739,09/06/2018 13:20:11,,,,
13367,1,,0,142,09/06/2018 13:20:11,,,,
13368,1,,0,293,09/06/2018 13:20:11,,,,
13369,0,,0,438,09/06/2018 13:20:11,,,,
13370,0,,1,637,09/06/2018 13:20:11,,,,
13371,0,,1,287,09/06/2018 13:20:11,,,,
13372,0,,1,363,09/06/2018 13:20:11,,,,
13373,1,,0,531,09/06/2018 13:20:11,,,,
13374,1,,0,387,09/06/2018 13:20:11,,,,
13375,1,,1,719,09/06/2018 13:20:11,,,,
13376,1,,1,80,09/06/2018 13:20:11,,,,
13377,1,,1,680,09/06/2018 13:20:11,,,,
13378,1,,1,776,09/06/2018 13:20:11,,,,
13379,1,,0,150,09/06/2018 13:20:11,,,,
13380,1,,0,420,09/06/2018 13:20:11,,,,
13381,1,,0,622,09/06/2018 13:20:11,,,,
13382,1,,0,103,09/06/2018 13:20:11,,,,
13383,1,,1,651,09/06/2018 13:20:11,,,,
13384,1,,0,502,09/06/2018 13:20:11,,,,
13385,1,,0,355,09/06/2018 13:20:11,,,,
13386,1,,0,646,09/06/2018 13:20:11,,,,
13387,0,,1,143,09/06/2018 13:20:11,,,,
13388,0,,0,783,09/06/2018 13:20:11,,,,
13389,1,,0,666,09/06/2018 13:20:11,,,,
13390,1,,1,680,09/06/2018 13:20:11,,,,
13391,0,,1,449,09/06/2018 13:20:11,,,,
13392,0,,1,347,09/06/2018 13:20:11,,,,
13393,1,,1,434,09/06/2018 13:20:11,,,,
13394,1,,1,138,09/06/2018 13:20:11,,,,
13395,1,,0,149,09/06/2018 13:20:11,,,,
13396,1,,1,74,09/06/2018 13:20:11,,,,
13397,0,,1,170,09/06/2018 13:20:11,,,,
13398,1,,0,225,09/06/2018 13:20:11,,,,
13399,0,,1,218,09/06/2018 13:20:11,,,,
13400,0,,1,275,09/06/2018 13:20:11,,,,
13401,0,,0,117,09/06/2018 13:20:11,,,,
13402,0,,1,243,09/06/2018 13:20:11,,,,
13403,0,,1,780,09/06/2018 13:20:11,,,,
13404,0,,1,791,09/06/2018 13:20:11,,,,
13405,1,,1,139,09/06/2018 13:20:11,,,,
13406,0,,0,527,09/06/2018 13:20:11,,,,
13407,1,,0,165,09/06/2018 13:20:11,,,,
13408,1,,0,476,09/06/2018 13:20:11,,,,
13409,0,,0,774,09/06/2018 13:20:11,,,,
13410,0,,0,690,09/06/2018 13:20:11,,,,
13411,0,,0,517,09/06/2018 13:20:11,,,,
13412,0,,0,92,09/06/2018 13:20:11,,,,
13413,0,,1,557,09/06/2018 13:20:11,,,,
13414,0,,0,405,09/06/2018 13:20:11,,,,
13415,0,,0,228,09/06/2018 13:20:11,,,,
13416,1,,0,29,09/06/2018 13:20:11,,,,
13417,0,,0,63,09/06/2018 13:20:11,,,,
13418,0,,0,356,09/06/2018 13:20:11,,,,
13419,0,,1,760,09/06/2018 13:20:11,,,,
13420,0,,0,335,09/06/2018 13:20:11,,,,
13421,1,,0,775,09/06/2018 13:20:11,,,,
13422,0,,0,387,09/06/2018 13:20:11,,,,
13423,1,,1,259,09/06/2018 13:20:11,,,,
13424,1,,0,603,09/06/2018 13:20:11,,,,
13425,1,,0,322,09/06/2018 13:20:11,,,,
13426,0,,0,761,09/06/2018 13:20:11,,,,
13427,0,,1,614,09/06/2018 13:20:11,,,,
13428,0,,1,363,09/06/2018 13:20:11,,,,
13429,0,,0,629,09/06/2018 13:20:11,,,,
13430,0,,1,264,09/06/2018 13:20:11,,,,
13431,0,,1,637,09/06/2018 13:20:11,,,,
13432,0,,0,772,09/06/2018 13:20:11,,,,
13433,0,,0,109,09/06/2018 13:20:11,,,,
13434,0,,0,529,09/06/2018 13:20:11,,,,
13435,0,,1,57,09/06/2018 13:20:11,,,,
13436,1,,1,230,09/06/2018 13:20:11,,,,
13437,1,,1,575,09/06/2018 13:20:11,,,,
13438,0,,0,588,09/06/2018 13:20:11,,,,
13439,0,,0,697,09/06/2018 13:20:11,,,,
13440,1,,0,479,09/06/2018 13:20:11,,,,
13441,0,,1,600,09/06/2018 13:20:11,,,,
13442,0,,1,618,09/06/2018 13:20:11,,,,
13443,0,,1,99,09/06/2018 13:20:11,,,,
13444,0,,1,101,09/06/2018 13:20:11,,,,
13445,0,,0,148,09/06/2018 13:20:11,,,,
13446,0,,0,717,09/06/2018 13:20:11,,,,
13447,1,,1,0,09/06/2018 13:20:11,,,,
13448,0,,1,678,09/06/2018 13:20:11,,,,
13449,0,,1,4,09/06/2018 13:20:11,,,,
13450,0,,1,492,09/06/2018 13:20:11,,,,
13451,1,,1,660,09/06/2018 13:20:11,,,,
13452,0,,1,605,09/06/2018 13:20:11,,,,
13453,0,,1,507,09/06/2018 13:20:11,,,,
13454,0,,0,282,09/06/2018 13:20:11,,,,
13455,1,,0,679,09/06/2018 13:20:11,,,,
13456,1,,1,208,09/06/2018 13:20:11,,,,
13457,1,,0,686,09/06/2018 13:20:11,,,,
13458,0,,1,135,09/06/2018 13:20:11,,,,
13459,1,,0,295,09/06/2018 13:20:11,,,,
13460,0,,0,453,09/06/2018 13:20:11,,,,
13461,1,,1,521,09/06/2018 13:20:11,,,,
13462,1,,0,503,09/06/2018 13:20:11,,,,
13463,0,,1,453,09/06/2018 13:20:11,,,,
13464,0,,1,329,09/06/2018 13:20:11,,,,
13465,1,,0,335,09/06/2018 13:20:11,,,,
13466,0,,1,457,09/06/2018 13:20:11,,,,
13467,1,,1,509,09/06/2018 13:20:11,,,,
13468,1,,1,757,09/06/2018 13:20:11,,,,
13469,0,,0,171,09/06/2018 13:20:11,,,,
13470,1,,1,659,09/06/2018 13:20:11,,,,
13471,0,,1,93,09/06/2018 13:20:11,,,,
13472,0,,0,72,09/06/2018 13:20:11,,,,
13473,1,,1,154,09/06/2018 13:20:11,,,,
13474,1,,1,385,09/06/2018 13:20:11,,,,
13475,0,,0,406,09/06/2018 13:20:11,,,,
13476,0,,0,280,09/06/2018 13:20:11,,,,
13477,1,,1,341,09/06/2018 13:20:11,,,,
13478,1,,0,529,09/06/2018 13:20:11,,,,
13479,0,,1,225,09/06/2018 13:20:11,,,,
13480,0,,1,169,09/06/2018 13:20:11,,,,
13481,1,,0,516,09/06/2018 13:20:11,,,,
13482,0,,0,729,09/06/2018 13:20:11,,,,
13483,1,,1,402,09/06/2018 13:20:11,,,,
13484,1,,0,90,09/06/2018 13:20:11,,,,
13485,0,,0,447,09/06/2018 13:20:11,,,,
13486,0,,1,35,09/06/2018 13:20:11,,,,
13487,1,,0,548,09/06/2018 13:20:11,,,,
13488,0,,0,658,09/06/2018 13:20:11,,,,
13489,0,,1,164,09/06/2018 13:20:11,,,,
13490,0,,1,655,09/06/2018 13:20:11,,,,
13491,1,,0,473,09/06/2018 13:20:11,,,,
13492,1,,1,453,09/06/2018 13:20:11,,,,
13493,1,,1,472,09/06/2018 13:20:11,,,,
13494,0,,1,381,09/06/2018 13:20:11,,,,
13495,0,,0,710,09/06/2018 13:20:11,,,,
13496,0,,0,93,09/06/2018 13:20:11,,,,
13497,1,,0,581,09/06/2018 13:20:11,,,,
13498,1,,0,719,09/06/2018 13:20:11,,,,
13499,0,,0,263,09/06/2018 13:20:11,,,,
13500,0,,1,68,09/06/2018 13:20:11,,,,
13501,0,,1,197,09/06/2018 13:20:11,,,,
13502,1,,0,458,09/06/2018 13:20:11,,,,
13503,0,,1,248,09/06/2018 13:20:11,,,,
13504,1,,0,144,09/06/2018 13:20:11,,,,
13505,0,,0,72,09/06/2018 13:20:11,,,,
13506,1,,0,139,09/06/2018 13:20:11,,,,
13507,0,,0,18,09/06/2018 13:20:11,,,,
13508,1,,0,622,09/06/2018 13:20:11,,,,
13509,0,,1,707,09/06/2018 13:20:11,,,,
13510,0,,0,638,09/06/2018 13:20:11,,,,
13511,1,,1,19,09/06/2018 13:20:11,,,,
13512,0,,1,350,09/06/2018 13:20:11,,,,
13513,0,,1,725,09/06/2018 13:20:11,,,,
13514,1,,1,253,09/06/2018 13:20:11,,,,
13515,1,,1,272,09/06/2018 13:20:11,,,,
13516,1,,0,374,09/06/2018 13:20:11,,,,
13517,1,,1,796,09/06/2018 13:20:11,,,,
13518,0,,1,349,09/06/2018 13:20:11,,,,
13519,1,,1,173,09/06/2018 13:20:11,,,,
13520,0,,1,415,09/06/2018 13:20:11,,,,
13521,0,,1,147,09/06/2018 13:20:11,,,,
